,model,columns,best_params,training_time,accuracy,precision,recall,f1,roc_auc,mean_fit_time,predict_time
1106,GaussianNB,"['Pclass3', 'EmbarkedQ', 'Fare', 'Pclass2']",{},0.01905655860900879,0.618,0.4545,0.484,0.469,0.622,0.001,0.0
1107,KNeighborsClassifier,"['Pclass3', 'EmbarkedQ', 'Fare', 'Pclass2']",{'n_neighbors': 7},0.04029726982116699,0.7191,0.5833,0.677,0.627,0.738,0.002,0.001
1108,LinearDiscriminantAnalysis,"['Pclass3', 'EmbarkedQ', 'Fare', 'Pclass2']",{},0.019469022750854492,0.6966,0.5667,0.548,0.557,0.743,0.002,0.0
1109,QuadraticDiscriminantAnalysis,"['Pclass3', 'EmbarkedQ', 'Fare', 'Pclass2']",{},0.023138046264648438,0.7191,0.6364,0.452,0.528,0.68,0.001,0.001
1110,DecisionTreeClassifier,"['Pclass3', 'EmbarkedQ', 'Fare', 'Pclass2']","{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.13356614112854004,0.6742,0.5417,0.419,0.473,0.665,0.002,0.0
1111,RandomForestClassifier,"['Pclass3', 'EmbarkedQ', 'Fare', 'Pclass2']","{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",15.460221529006958,0.7079,0.5758,0.613,0.594,0.71,0.364,0.003
1112,SVC,"['Pclass3', 'EmbarkedQ', 'Fare', 'Pclass2']","{'C': 1, 'degree': 2}",0.10984039306640625,0.6966,0.5625,0.581,0.571,,0.012,0.001
1113,GaussianNB,"['EmbarkedS', 'Pclass2', 'Pclass3', 'Fare']",{},0.017726421356201172,0.618,0.4615,0.581,0.514,0.692,0.001,0.0
1114,KNeighborsClassifier,"['EmbarkedS', 'Pclass2', 'Pclass3', 'Fare']",{'n_neighbors': 5},0.04214310646057129,0.6966,0.5588,0.613,0.585,0.72,0.002,0.001
1115,LinearDiscriminantAnalysis,"['EmbarkedS', 'Pclass2', 'Pclass3', 'Fare']",{},0.018975019454956055,0.7079,0.6,0.484,0.536,0.724,0.002,0.0
1116,QuadraticDiscriminantAnalysis,"['EmbarkedS', 'Pclass2', 'Pclass3', 'Fare']",{},0.018087148666381836,0.7079,0.6,0.484,0.536,0.702,0.002,0.0
1117,DecisionTreeClassifier,"['EmbarkedS', 'Pclass2', 'Pclass3', 'Fare']","{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.12492513656616211,0.6404,0.4839,0.484,0.484,0.645,0.002,0.0
1118,RandomForestClassifier,"['EmbarkedS', 'Pclass2', 'Pclass3', 'Fare']","{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500}",15.87604284286499,0.6966,0.5625,0.581,0.571,0.737,0.367,0.012
1119,SVC,"['EmbarkedS', 'Pclass2', 'Pclass3', 'Fare']","{'C': 1, 'degree': 2}",0.10886836051940918,0.6966,0.5588,0.613,0.585,,0.012,0.001
1120,GaussianNB,"['Pclass1', 'Pclass2', 'Pclass3', 'Fare']",{},0.03230595588684082,0.7191,0.625,0.484,0.545,0.69,0.002,0.001
1121,KNeighborsClassifier,"['Pclass1', 'Pclass2', 'Pclass3', 'Fare']",{'n_neighbors': 5},0.04410600662231445,0.6517,0.5,0.581,0.537,0.695,0.002,0.002
1122,LinearDiscriminantAnalysis,"['Pclass1', 'Pclass2', 'Pclass3', 'Fare']",{},0.021092653274536133,0.6854,0.5484,0.548,0.548,0.692,0.002,0.001
1123,QuadraticDiscriminantAnalysis,"['Pclass1', 'Pclass2', 'Pclass3', 'Fare']",{},0.01734185218811035,0.618,0.4667,0.677,0.553,0.628,0.002,0.0
1124,DecisionTreeClassifier,"['Pclass1', 'Pclass2', 'Pclass3', 'Fare']","{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.13999152183532715,0.6629,0.5185,0.452,0.483,0.652,0.002,0.001
1125,RandomForestClassifier,"['Pclass1', 'Pclass2', 'Pclass3', 'Fare']","{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",15.638752222061157,0.6966,0.5625,0.581,0.571,0.7,0.369,0.005
1126,SVC,"['Pclass1', 'Pclass2', 'Pclass3', 'Fare']","{'C': 1, 'degree': 2}",0.11014533042907715,0.6966,0.5625,0.581,0.571,,0.012,0.001
1127,GaussianNB,"['EmbarkedS', 'EmbarkedQ', 'Pclass2', 'EmbarkedC']",{},0.02848505973815918,0.6629,0.5217,0.387,0.444,0.618,0.001,0.001
1128,KNeighborsClassifier,"['EmbarkedS', 'EmbarkedQ', 'Pclass2', 'EmbarkedC']",{'n_neighbors': 3},0.04029393196105957,0.6517,0.5,0.355,0.415,0.576,0.002,0.001
1129,LinearDiscriminantAnalysis,"['EmbarkedS', 'EmbarkedQ', 'Pclass2', 'EmbarkedC']",{},0.018791913986206055,0.6629,0.5217,0.387,0.444,0.618,0.002,0.0
1130,QuadraticDiscriminantAnalysis,"['EmbarkedS', 'EmbarkedQ', 'Pclass2', 'EmbarkedC']",{},0.02787184715270996,0.6517,0.5,0.355,0.415,0.622,0.002,0.0
1131,DecisionTreeClassifier,"['EmbarkedS', 'EmbarkedQ', 'Pclass2', 'EmbarkedC']","{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.13411855697631836,0.6517,0.5,0.355,0.415,0.618,0.002,0.0
1132,RandomForestClassifier,"['EmbarkedS', 'EmbarkedQ', 'Pclass2', 'EmbarkedC']","{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",12.876840114593506,0.6517,0.5,0.355,0.415,0.61,0.308,0.003
1133,SVC,"['EmbarkedS', 'EmbarkedQ', 'Pclass2', 'EmbarkedC']","{'C': 1, 'degree': 2}",0.11108255386352539,0.6517,0.5,0.355,0.415,,0.01,0.002
1134,GaussianNB,"['EmbarkedS', 'EmbarkedQ', 'Pclass3', 'EmbarkedC']",{},0.017919540405273438,0.6629,0.5217,0.387,0.444,0.675,0.001,0.0
1135,KNeighborsClassifier,"['EmbarkedS', 'EmbarkedQ', 'Pclass3', 'EmbarkedC']",{'n_neighbors': 7},0.054570674896240234,0.6067,0.4545,0.645,0.533,0.649,0.002,0.002
1136,LinearDiscriminantAnalysis,"['EmbarkedS', 'EmbarkedQ', 'Pclass3', 'EmbarkedC']",{},0.02159595489501953,0.618,0.4667,0.677,0.553,0.689,0.002,0.001
1137,QuadraticDiscriminantAnalysis,"['EmbarkedS', 'EmbarkedQ', 'Pclass3', 'EmbarkedC']",{},0.01728367805480957,0.6517,0.0,0.0,0.0,0.676,0.001,0.0
1138,DecisionTreeClassifier,"['EmbarkedS', 'EmbarkedQ', 'Pclass3', 'EmbarkedC']","{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.13026690483093262,0.6067,0.4545,0.645,0.533,0.679,0.002,0.0
1139,RandomForestClassifier,"['EmbarkedS', 'EmbarkedQ', 'Pclass3', 'EmbarkedC']","{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",12.892753601074219,0.618,0.4667,0.677,0.553,0.679,0.309,0.004
1140,SVC,"['EmbarkedS', 'EmbarkedQ', 'Pclass3', 'EmbarkedC']","{'C': 1, 'degree': 2}",0.10812067985534668,0.6067,0.4545,0.645,0.533,,0.01,0.001
1141,GaussianNB,"['Pclass3', 'EmbarkedQ', 'Pclass2', 'EmbarkedC']",{},0.018216371536254883,0.573,0.4186,0.581,0.486,0.61,0.001,0.0
1142,KNeighborsClassifier,"['Pclass3', 'EmbarkedQ', 'Pclass2', 'EmbarkedC']",{'n_neighbors': 9},0.0404362678527832,0.7079,0.6,0.484,0.536,0.703,0.002,0.001
1143,LinearDiscriminantAnalysis,"['Pclass3', 'EmbarkedQ', 'Pclass2', 'EmbarkedC']",{},0.028501272201538086,0.7079,0.6,0.484,0.536,0.707,0.002,0.0
1144,QuadraticDiscriminantAnalysis,"['Pclass3', 'EmbarkedQ', 'Pclass2', 'EmbarkedC']",{},0.017084836959838867,0.573,0.4314,0.71,0.537,0.693,0.001,0.0
1145,DecisionTreeClassifier,"['Pclass3', 'EmbarkedQ', 'Pclass2', 'EmbarkedC']","{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.12397623062133789,0.6966,0.5833,0.452,0.509,0.704,0.002,0.0
1146,RandomForestClassifier,"['Pclass3', 'EmbarkedQ', 'Pclass2', 'EmbarkedC']","{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",12.962190389633179,0.6966,0.5833,0.452,0.509,0.702,0.309,0.003
1147,SVC,"['Pclass3', 'EmbarkedQ', 'Pclass2', 'EmbarkedC']","{'C': 0.1, 'degree': 2}",0.10901570320129395,0.6966,0.5833,0.452,0.509,,0.009,0.002
1148,GaussianNB,"['EmbarkedS', 'Pclass2', 'Pclass3', 'EmbarkedC']",{},0.028027772903442383,0.573,0.4186,0.581,0.486,0.66,0.001,0.0
1149,KNeighborsClassifier,"['EmbarkedS', 'Pclass2', 'Pclass3', 'EmbarkedC']",{'n_neighbors': 12},0.04143476486206055,0.618,0.4667,0.677,0.553,0.692,0.002,0.001
1150,LinearDiscriminantAnalysis,"['EmbarkedS', 'Pclass2', 'Pclass3', 'EmbarkedC']",{},0.018538236618041992,0.7079,0.6,0.484,0.536,0.707,0.002,0.0
1151,QuadraticDiscriminantAnalysis,"['EmbarkedS', 'Pclass2', 'Pclass3', 'EmbarkedC']",{},0.01780104637145996,0.573,0.4314,0.71,0.537,0.693,0.001,0.0
1152,DecisionTreeClassifier,"['EmbarkedS', 'Pclass2', 'Pclass3', 'EmbarkedC']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.11749935150146484,0.6966,0.5833,0.452,0.509,0.704,0.002,0.0
1153,RandomForestClassifier,"['EmbarkedS', 'Pclass2', 'Pclass3', 'EmbarkedC']","{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",12.993943214416504,0.7079,0.6,0.484,0.536,0.704,0.31,0.003
1154,SVC,"['EmbarkedS', 'Pclass2', 'Pclass3', 'EmbarkedC']","{'C': 0.1, 'degree': 2}",0.1090993881225586,0.7079,0.6,0.484,0.536,,0.009,0.001
1155,GaussianNB,"['Pclass1', 'Pclass2', 'Pclass3', 'EmbarkedC']",{},0.017959117889404297,0.618,0.4667,0.677,0.553,0.679,0.001,0.0
1156,KNeighborsClassifier,"['Pclass1', 'Pclass2', 'Pclass3', 'EmbarkedC']",{'n_neighbors': 12},0.04130196571350098,0.6067,0.4444,0.516,0.478,0.65,0.002,0.001
1157,LinearDiscriminantAnalysis,"['Pclass1', 'Pclass2', 'Pclass3', 'EmbarkedC']",{},0.028728246688842773,0.6966,0.5833,0.452,0.509,0.679,0.002,0.0
1158,QuadraticDiscriminantAnalysis,"['Pclass1', 'Pclass2', 'Pclass3', 'EmbarkedC']",{},0.01772451400756836,0.5843,0.4423,0.742,0.554,0.679,0.001,0.0
1159,DecisionTreeClassifier,"['Pclass1', 'Pclass2', 'Pclass3', 'EmbarkedC']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.12705135345458984,0.6966,0.5833,0.452,0.509,0.679,0.002,0.001
1160,RandomForestClassifier,"['Pclass1', 'Pclass2', 'Pclass3', 'EmbarkedC']","{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",12.878304481506348,0.6966,0.5833,0.452,0.509,0.679,0.308,0.003
1161,SVC,"['Pclass1', 'Pclass2', 'Pclass3', 'EmbarkedC']","{'C': 0.1, 'degree': 2}",0.10095429420471191,0.6966,0.5833,0.452,0.509,,0.009,0.001
1162,GaussianNB,"['EmbarkedS', 'EmbarkedQ', 'Pclass3', 'Pclass2']",{},0.0180666446685791,0.6067,0.4444,0.516,0.478,0.617,0.001,0.001
1163,KNeighborsClassifier,"['EmbarkedS', 'EmbarkedQ', 'Pclass3', 'Pclass2']",{'n_neighbors': 12},0.0403904914855957,0.618,0.4667,0.677,0.553,0.716,0.002,0.001
1164,LinearDiscriminantAnalysis,"['EmbarkedS', 'EmbarkedQ', 'Pclass3', 'Pclass2']",{},0.024400711059570312,0.7079,0.6,0.484,0.536,0.707,0.001,0.001
1165,QuadraticDiscriminantAnalysis,"['EmbarkedS', 'EmbarkedQ', 'Pclass3', 'Pclass2']",{},0.017984390258789062,0.573,0.4314,0.71,0.537,0.693,0.001,0.0
1166,DecisionTreeClassifier,"['EmbarkedS', 'EmbarkedQ', 'Pclass3', 'Pclass2']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.11715817451477051,0.6966,0.5833,0.452,0.509,0.704,0.002,0.0
1167,RandomForestClassifier,"['EmbarkedS', 'EmbarkedQ', 'Pclass3', 'Pclass2']","{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",12.796441555023193,0.7079,0.6,0.484,0.536,0.71,0.308,0.003
1168,SVC,"['EmbarkedS', 'EmbarkedQ', 'Pclass3', 'Pclass2']","{'C': 0.1, 'degree': 2}",0.10205531120300293,0.6966,0.5833,0.452,0.509,,0.009,0.002
1169,GaussianNB,"['Pclass1', 'EmbarkedQ', 'Pclass3', 'Pclass2']",{},0.017841100692749023,0.618,0.4667,0.677,0.553,0.648,0.001,0.0
1170,KNeighborsClassifier,"['Pclass1', 'EmbarkedQ', 'Pclass3', 'Pclass2']",{'n_neighbors': 5},0.04300713539123535,0.7191,0.6364,0.452,0.528,0.649,0.002,0.002
1171,LinearDiscriminantAnalysis,"['Pclass1', 'EmbarkedQ', 'Pclass3', 'Pclass2']",{},0.021634817123413086,0.7303,0.6522,0.484,0.556,0.709,0.002,0.001
1172,QuadraticDiscriminantAnalysis,"['Pclass1', 'EmbarkedQ', 'Pclass3', 'Pclass2']",{},0.017658710479736328,0.6067,0.4545,0.645,0.533,0.63,0.001,0.0
1173,DecisionTreeClassifier,"['Pclass1', 'EmbarkedQ', 'Pclass3', 'Pclass2']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.11938261985778809,0.7191,0.6364,0.452,0.528,0.709,0.002,0.001
1174,RandomForestClassifier,"['Pclass1', 'EmbarkedQ', 'Pclass3', 'Pclass2']","{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",12.849557161331177,0.6067,0.4545,0.645,0.533,0.7,0.308,0.003
1175,SVC,"['Pclass1', 'EmbarkedQ', 'Pclass3', 'Pclass2']","{'C': 1, 'degree': 2}",0.09748005867004395,0.7191,0.6364,0.452,0.528,,0.009,0.001
1176,GaussianNB,"['EmbarkedS', 'Pclass2', 'Pclass3', 'Pclass1']",{},0.020238161087036133,0.618,0.4667,0.677,0.553,0.714,0.001,0.0
1177,KNeighborsClassifier,"['EmbarkedS', 'Pclass2', 'Pclass3', 'Pclass1']",{'n_neighbors': 12},0.051267385482788086,0.618,0.4667,0.677,0.553,0.674,0.002,0.001
1178,LinearDiscriminantAnalysis,"['EmbarkedS', 'Pclass2', 'Pclass3', 'Pclass1']",{},0.02445197105407715,0.7079,0.6,0.484,0.536,0.711,0.001,0.001
1179,QuadraticDiscriminantAnalysis,"['EmbarkedS', 'Pclass2', 'Pclass3', 'Pclass1']",{},0.024214744567871094,0.618,0.4667,0.677,0.553,0.711,0.001,0.001
1180,DecisionTreeClassifier,"['EmbarkedS', 'Pclass2', 'Pclass3', 'Pclass1']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.12928175926208496,0.7079,0.6,0.484,0.536,0.711,0.002,0.0
1181,RandomForestClassifier,"['EmbarkedS', 'Pclass2', 'Pclass3', 'Pclass1']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",12.84168553352356,0.7079,0.6,0.484,0.536,0.711,0.308,0.003
1182,SVC,"['EmbarkedS', 'Pclass2', 'Pclass3', 'Pclass1']","{'C': 10, 'degree': 2}",0.10772943496704102,0.7079,0.6,0.484,0.536,,0.009,0.001
1183,GaussianNB,"['Sex', 'Age', 'Fare', 'EmbarkedQ', 'EmbarkedC']",{},0.018077373504638672,0.8315,0.7222,0.839,0.776,0.845,0.001,0.0
1184,KNeighborsClassifier,"['Sex', 'Age', 'Fare', 'EmbarkedQ', 'EmbarkedC']",{'n_neighbors': 9},0.05099081993103027,0.764,0.6471,0.71,0.677,0.845,0.002,0.001
1185,LinearDiscriminantAnalysis,"['Sex', 'Age', 'Fare', 'EmbarkedQ', 'EmbarkedC']",{},0.018967390060424805,0.8427,0.7429,0.839,0.788,0.858,0.002,0.0
1186,QuadraticDiscriminantAnalysis,"['Sex', 'Age', 'Fare', 'EmbarkedQ', 'EmbarkedC']",{},0.01748180389404297,0.8315,0.7222,0.839,0.776,0.834,0.001,0.0
1187,DecisionTreeClassifier,"['Sex', 'Age', 'Fare', 'EmbarkedQ', 'EmbarkedC']","{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.1378178596496582,0.8539,0.7647,0.839,0.8,0.852,0.002,0.0
1188,RandomForestClassifier,"['Sex', 'Age', 'Fare', 'EmbarkedQ', 'EmbarkedC']","{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",15.95571494102478,0.8539,0.7647,0.839,0.8,0.877,0.386,0.003
1189,SVC,"['Sex', 'Age', 'Fare', 'EmbarkedQ', 'EmbarkedC']","{'C': 1, 'degree': 2}",0.10914134979248047,0.8427,0.7429,0.839,0.788,,0.011,0.001
1190,GaussianNB,"['Sex', 'Age', 'Fare', 'EmbarkedS', 'EmbarkedC']",{},0.028622150421142578,0.809,0.6842,0.839,0.754,0.855,0.001,0.001
1191,KNeighborsClassifier,"['Sex', 'Age', 'Fare', 'EmbarkedS', 'EmbarkedC']",{'n_neighbors': 9},0.051680803298950195,0.7753,0.6774,0.677,0.677,0.847,0.002,0.001
1192,LinearDiscriminantAnalysis,"['Sex', 'Age', 'Fare', 'EmbarkedS', 'EmbarkedC']",{},0.028452396392822266,0.8427,0.7429,0.839,0.788,0.858,0.002,0.0
1193,QuadraticDiscriminantAnalysis,"['Sex', 'Age', 'Fare', 'EmbarkedS', 'EmbarkedC']",{},0.027834177017211914,0.8315,0.7222,0.839,0.776,0.834,0.002,0.0
1194,DecisionTreeClassifier,"['Sex', 'Age', 'Fare', 'EmbarkedS', 'EmbarkedC']","{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.13639473915100098,0.8539,0.7647,0.839,0.8,0.852,0.002,0.0
1195,RandomForestClassifier,"['Sex', 'Age', 'Fare', 'EmbarkedS', 'EmbarkedC']","{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 300}",16.144145727157593,0.809,0.6944,0.806,0.746,0.882,0.387,0.008
1196,SVC,"['Sex', 'Age', 'Fare', 'EmbarkedS', 'EmbarkedC']","{'C': 10, 'degree': 2}",0.11205697059631348,0.8427,0.7429,0.839,0.788,,0.011,0.001
1197,GaussianNB,"['Sex', 'Age', 'Fare', 'Pclass2', 'EmbarkedC']",{},0.01844000816345215,0.809,0.6842,0.839,0.754,0.839,0.001,0.0
1198,KNeighborsClassifier,"['Sex', 'Age', 'Fare', 'Pclass2', 'EmbarkedC']",{'n_neighbors': 3},0.051221609115600586,0.8427,0.7297,0.871,0.794,0.902,0.002,0.001
1199,LinearDiscriminantAnalysis,"['Sex', 'Age', 'Fare', 'Pclass2', 'EmbarkedC']",{},0.03208637237548828,0.8427,0.7429,0.839,0.788,0.859,0.002,0.001
1200,QuadraticDiscriminantAnalysis,"['Sex', 'Age', 'Fare', 'Pclass2', 'EmbarkedC']",{},0.027724266052246094,0.7978,0.7097,0.71,0.71,0.837,0.001,0.0
1201,DecisionTreeClassifier,"['Sex', 'Age', 'Fare', 'Pclass2', 'EmbarkedC']","{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.13699841499328613,0.764,0.6389,0.742,0.687,0.782,0.002,0.0
1202,RandomForestClassifier,"['Sex', 'Age', 'Fare', 'Pclass2', 'EmbarkedC']","{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",16.01471495628357,0.8315,0.7105,0.871,0.783,0.908,0.384,0.008
1203,SVC,"['Sex', 'Age', 'Fare', 'Pclass2', 'EmbarkedC']","{'C': 1, 'degree': 2}",0.10051369667053223,0.8427,0.7429,0.839,0.788,,0.01,0.002
1204,GaussianNB,"['Sex', 'Pclass3', 'Age', 'Fare', 'EmbarkedC']",{},0.028258323669433594,0.8315,0.7222,0.839,0.776,0.855,0.001,0.001
1205,KNeighborsClassifier,"['Sex', 'Pclass3', 'Age', 'Fare', 'EmbarkedC']",{'n_neighbors': 5},0.054296016693115234,0.8315,0.75,0.774,0.762,0.895,0.002,0.001
1206,LinearDiscriminantAnalysis,"['Sex', 'Pclass3', 'Age', 'Fare', 'EmbarkedC']",{},0.017956018447875977,0.8539,0.7647,0.839,0.8,0.875,0.002,0.0
1207,QuadraticDiscriminantAnalysis,"['Sex', 'Pclass3', 'Age', 'Fare', 'EmbarkedC']",{},0.027758359909057617,0.7978,0.7407,0.645,0.69,0.867,0.002,0.0
1208,DecisionTreeClassifier,"['Sex', 'Pclass3', 'Age', 'Fare', 'EmbarkedC']","{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.1368699073791504,0.8427,0.7742,0.774,0.774,0.846,0.002,0.001
1209,RandomForestClassifier,"['Sex', 'Pclass3', 'Age', 'Fare', 'EmbarkedC']","{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",15.86819076538086,0.8202,0.7027,0.839,0.765,0.889,0.383,0.003
1210,SVC,"['Sex', 'Pclass3', 'Age', 'Fare', 'EmbarkedC']","{'C': 10, 'degree': 2}",0.10206079483032227,0.8652,0.8065,0.806,0.806,,0.01,0.001
1211,GaussianNB,"['Sex', 'Age', 'Fare', 'EmbarkedS', 'EmbarkedQ']",{},0.01885533332824707,0.8315,0.7222,0.839,0.776,0.854,0.001,0.001
1212,KNeighborsClassifier,"['Sex', 'Age', 'Fare', 'EmbarkedS', 'EmbarkedQ']",{'n_neighbors': 9},0.050714969635009766,0.764,0.6471,0.71,0.677,0.845,0.002,0.001
1213,LinearDiscriminantAnalysis,"['Sex', 'Age', 'Fare', 'EmbarkedS', 'EmbarkedQ']",{},0.028676509857177734,0.8427,0.7429,0.839,0.788,0.858,0.002,0.0
1214,QuadraticDiscriminantAnalysis,"['Sex', 'Age', 'Fare', 'EmbarkedS', 'EmbarkedQ']",{},0.017557382583618164,0.8315,0.7222,0.839,0.776,0.834,0.001,0.0
1215,DecisionTreeClassifier,"['Sex', 'Age', 'Fare', 'EmbarkedS', 'EmbarkedQ']","{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.1370100975036621,0.8539,0.7647,0.839,0.8,0.86,0.002,0.001
1216,RandomForestClassifier,"['Sex', 'Age', 'Fare', 'EmbarkedS', 'EmbarkedQ']","{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",16.262406826019287,0.8202,0.7273,0.774,0.75,0.874,0.386,0.003
1217,SVC,"['Sex', 'Age', 'Fare', 'EmbarkedS', 'EmbarkedQ']","{'C': 1, 'degree': 2}",0.10236668586730957,0.8427,0.7429,0.839,0.788,,0.011,0.001
1218,GaussianNB,"['Sex', 'Pclass2', 'Age', 'Fare', 'EmbarkedQ']",{},0.018044710159301758,0.8315,0.7222,0.839,0.776,0.842,0.001,0.0
1219,KNeighborsClassifier,"['Sex', 'Pclass2', 'Age', 'Fare', 'EmbarkedQ']",{'n_neighbors': 3},0.05145001411437988,0.809,0.6944,0.806,0.746,0.879,0.002,0.001
1220,LinearDiscriminantAnalysis,"['Sex', 'Pclass2', 'Age', 'Fare', 'EmbarkedQ']",{},0.018433809280395508,0.8427,0.7429,0.839,0.788,0.852,0.002,0.0
1221,QuadraticDiscriminantAnalysis,"['Sex', 'Pclass2', 'Age', 'Fare', 'EmbarkedQ']",{},0.017621517181396484,0.8315,0.7222,0.839,0.776,0.838,0.001,0.0
1222,DecisionTreeClassifier,"['Sex', 'Pclass2', 'Age', 'Fare', 'EmbarkedQ']","{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.13631415367126465,0.764,0.6389,0.742,0.687,0.802,0.002,0.0
1223,RandomForestClassifier,"['Sex', 'Pclass2', 'Age', 'Fare', 'EmbarkedQ']","{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",15.970496654510498,0.8202,0.7419,0.742,0.742,0.889,0.385,0.003
1224,SVC,"['Sex', 'Pclass2', 'Age', 'Fare', 'EmbarkedQ']","{'C': 1, 'degree': 2}",0.1029062271118164,0.8427,0.7429,0.839,0.788,,0.01,0.001
1225,GaussianNB,"['Sex', 'Pclass3', 'Age', 'Fare', 'EmbarkedQ']",{},0.018021821975708008,0.7978,0.697,0.742,0.719,0.873,0.001,0.0
1226,KNeighborsClassifier,"['Sex', 'Pclass3', 'Age', 'Fare', 'EmbarkedQ']",{'n_neighbors': 3},0.05095243453979492,0.8427,0.7576,0.806,0.781,0.907,0.002,0.001
1227,LinearDiscriminantAnalysis,"['Sex', 'Pclass3', 'Age', 'Fare', 'EmbarkedQ']",{},0.029327869415283203,0.8652,0.7879,0.839,0.812,0.877,0.002,0.0
1228,QuadraticDiscriminantAnalysis,"['Sex', 'Pclass3', 'Age', 'Fare', 'EmbarkedQ']",{},0.027776479721069336,0.8427,0.8148,0.71,0.759,0.875,0.002,0.001
1229,DecisionTreeClassifier,"['Sex', 'Pclass3', 'Age', 'Fare', 'EmbarkedQ']","{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.13760781288146973,0.8427,0.7742,0.774,0.774,0.866,0.002,0.0
1230,RandomForestClassifier,"['Sex', 'Pclass3', 'Age', 'Fare', 'EmbarkedQ']","{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",15.878713130950928,0.8539,0.8,0.774,0.787,0.906,0.382,0.006
1231,SVC,"['Sex', 'Pclass3', 'Age', 'Fare', 'EmbarkedQ']","{'C': 1, 'degree': 2}",0.10133671760559082,0.8652,0.88,0.71,0.786,,0.01,0.001
1232,GaussianNB,"['Sex', 'Age', 'Fare', 'EmbarkedS', 'Pclass2']",{},0.017455101013183594,0.8315,0.7222,0.839,0.776,0.852,0.001,0.0
1233,KNeighborsClassifier,"['Sex', 'Age', 'Fare', 'EmbarkedS', 'Pclass2']",{'n_neighbors': 3},0.05025148391723633,0.8315,0.7353,0.806,0.769,0.868,0.002,0.001
1234,LinearDiscriminantAnalysis,"['Sex', 'Age', 'Fare', 'EmbarkedS', 'Pclass2']",{},0.028945446014404297,0.8427,0.7429,0.839,0.788,0.857,0.002,0.0
1235,QuadraticDiscriminantAnalysis,"['Sex', 'Age', 'Fare', 'EmbarkedS', 'Pclass2']",{},0.017359495162963867,0.8315,0.75,0.774,0.762,0.84,0.001,0.0
1236,DecisionTreeClassifier,"['Sex', 'Age', 'Fare', 'EmbarkedS', 'Pclass2']","{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.13881826400756836,0.7416,0.6111,0.71,0.657,0.784,0.002,0.0
1237,RandomForestClassifier,"['Sex', 'Age', 'Fare', 'EmbarkedS', 'Pclass2']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500}",16.19347333908081,0.8427,0.7297,0.871,0.794,0.885,0.384,0.013
